Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
El patrimonio,Robo total,Robo de autopartes,Campeche,Enero,11.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Campeche,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Campeche,Enero,31.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Campeche,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Campeche,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Campeche,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Campeche,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Campeche,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Campeche,Enero,63.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Campeche,Enero,9.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Campeche,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Campeche,Enero,196.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Campeche,Enero,57.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Campeche,Enero,13.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Campeche,Enero,5.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Campeche,Enero,96.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Campeche,Enero,4.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Campeche,Enero,48.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Campeche,Enero,129.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Campeche,Enero,0.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Campeche,Enero,26.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Campeche,Enero,0.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Campeche,Enero,4.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Campeche,Enero,0.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Campeche,Enero,0.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Campeche,Enero,41.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Campeche,Enero,110.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Campeche,Enero,22.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Campeche,Enero,1.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Campeche,Enero,3.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Campeche,Enero,27.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Campeche,Enero,0.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Campeche,Enero,2.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Campeche,Enero,0.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Campeche,Enero,80.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Coahuila,Enero,7.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Coahuila,Enero,25.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Coahuila,Enero,247.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Coahuila,Enero,74.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Coahuila,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Coahuila,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Coahuila,Enero,3.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Coahuila,Enero,18.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Coahuila,Enero,46.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Coahuila,Enero,30.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Coahuila,Enero,2.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Coahuila,Enero,4.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Coahuila,Enero,14.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Coahuila,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Coahuila,Enero,3.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Coahuila,Enero,41.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Coahuila,Enero,19.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Coahuila,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Coahuila,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Coahuila,Enero,15.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Coahuila,Enero,3.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Coahuila,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Coahuila,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Coahuila,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Coahuila,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Coahuila,Enero,31.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Coahuila,Enero,18.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Coahuila,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Coahuila,Enero,277.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Coahuila,Enero,148.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Coahuila,Enero,40.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Coahuila,Enero,7.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Coahuila,Enero,466.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Coahuila,Enero,23.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Coahuila,Enero,118.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Coahuila,Enero,788.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Coahuila,Enero,0.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Coahuila,Enero,11.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Coahuila,Enero,3.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Coahuila,Enero,0.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Coahuila,Enero,0.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Coahuila,Enero,0.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Coahuila,Enero,584.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Coahuila,Enero,547.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Coahuila,Enero,47.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Coahuila,Enero,0.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Coahuila,Enero,1.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Coahuila,Enero,5.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Coahuila,Enero,1.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Coahuila,Enero,38.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Coahuila,Enero,0.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Coahuila,Enero,150.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Colima,Enero,59.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Colima,Enero,6.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Colima,Enero,74.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Colima,Enero,57.0,January,2024,2024-01-01
La vida y la Integridad,Feminicidio,Feminicidio,Colima,Enero,1.0,January,2024,2024-01-01
La vida y la Integridad,Aborto,Aborto,Colima,Enero,0.0,January,2024,2024-01-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro extorsivo,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro para causar daño,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Secuestro exprés,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Secuestro,Otro tipo de secuestros,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Tráfico de menores,Tráfico de menores,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Rapto,Rapto,Colima,Enero,0.0,January,2024,2024-01-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Colima,Enero,23.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Colima,Enero,19.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Colima,Enero,6.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Colima,Enero,4.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Colima,Enero,17.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Colima,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Incesto,Incesto,Colima,Enero,0.0,January,2024,2024-01-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Colima,Enero,5.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a casa habitación,Colima,Enero,79.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de vehículo automotor,Colima,Enero,69.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de autopartes,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transportista,Colima,Enero,1.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Colima,Enero,9.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público individual,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte público colectivo,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo en transporte individual,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a institución bancaria,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo a negocio,Colima,Enero,50.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de ganado,Colima,Enero,4.0,January,2024,2024-01-01
El patrimonio,Robo total,Robo de maquinaria,Colima,Enero,0.0,January,2024,2024-01-01
El patrimonio,Robo total,Otros robos,Colima,Enero,185.0,January,2024,2024-01-01
El patrimonio,Fraude,Fraude,Colima,Enero,142.0,January,2024,2024-01-01
El patrimonio,Abuso de confianza,Abuso de confianza,Colima,Enero,60.0,January,2024,2024-01-01
El patrimonio,Extorsión,Extorsión,Colima,Enero,15.0,January,2024,2024-01-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Colima,Enero,250.0,January,2024,2024-01-01
El patrimonio,Despojo,Despojo,Colima,Enero,29.0,January,2024,2024-01-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Colima,Enero,11.0,January,2024,2024-01-01
La familia,Violencia familiar,Violencia familiar,Colima,Enero,298.0,January,2024,2024-01-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Colima,Enero,0.0,January,2024,2024-01-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Colima,Enero,65.0,January,2024,2024-01-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Colima,Enero,0.0,January,2024,2024-01-01
La sociedad,Corrupción de menores,Corrupción de menores,Colima,Enero,0.0,January,2024,2024-01-01
La sociedad,Trata de personas,Trata de personas,Colima,Enero,0.0,January,2024,2024-01-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Colima,Enero,6.0,January,2024,2024-01-01
Otros,Narcomenudeo,Narcomenudeo,Colima,Enero,155.0,January,2024,2024-01-01
Otros,Amenazas,Amenazas,Colima,Enero,191.0,January,2024,2024-01-01
Otros,Allanamiento de morada,Allanamiento de morada,Colima,Enero,20.0,January,2024,2024-01-01
Otros,Evasión de presos,Evasión de presos,Colima,Enero,0.0,January,2024,2024-01-01
Otros,Falsedad,Falsedad,Colima,Enero,3.0,January,2024,2024-01-01
Otros,Falsificación,Falsificación,Colima,Enero,18.0,January,2024,2024-01-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Colima,Enero,0.0,January,2024,2024-01-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Colima,Enero,15.0,January,2024,2024-01-01
Otros,Electorales,Electorales,Colima,Enero,0.0,January,2024,2024-01-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Colima,Enero,125.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio doloso,Chiapas,Enero,45.0,January,2024,2024-01-01
La vida y la Integridad,Homicidio,Homicidio culposo,Chiapas,Enero,67.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Chiapas,Enero,68.0,January,2024,2024-01-01
La vida y la Integridad,Lesiones,Lesiones culposas,Chiapas,Enero,58.0,January,2024,2024-01-01
